text,label,template_group_id
The invoice is queued for payment as agreed. The customer expects timely settlement. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
The payment is being withheld because of a dispute. The customer is not confirming any immediate payment timeline. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
The payment is being withheld because of a dispute. The invoice has become a high-risk collection matter. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
"The payment is being held pending internal checks. The amount remains owed and the buyer is engaged. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
Funds are planned to be released this week. The release is part of the regular payment cycle. We are not seeing a payment disruption at this time.,LOW_RISK,LOW_03_SCHEDULED
The account is healthy and the outstanding amount is still on track. The transaction is expected to clear as scheduled. This is a routine collection case with no material risk.,LOW_RISK,LOW_04_NO_BLOCKER
There is a temporary funding problem preventing immediate settlement. The payment may be pushed back materially while the shortfall is managed. No reliable date can be given at this stage.,HIGH_RISK,HIGH_02_CASHFLOW
"The payment team has not finalized the transfer yet. The expected outcome is still a payment, but the schedule is uncertain. The customer is still engaged and the case remains recoverable.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The customer is unable to make the transfer today because of cash constraints. The invoice is at risk because the customer cannot confirm a repayment date. The risk of nonpayment is elevated until the situation changes.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice is queued for payment as agreed. The release is part of the regular payment cycle. The timing appears consistent with the prior agreement.,LOW_RISK,LOW_03_SCHEDULED
The payment is being withheld because of a dispute. The business is effectively refusing to proceed until the issue is resolved. The case may require dispute resolution before any cash movement occurs.,HIGH_RISK,HIGH_04_DISPUTE
Finance has approved the invoice for payment. The transfer will be processed as planned. The account is expected to reflect the transfer soon.,LOW_RISK,LOW_02_APPROVED
Funds are planned to be released this week. The release is part of the regular payment cycle. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
Treasury has confirmed the invoice is ready to pay. The funds are scheduled to move according to the agreement. The account is expected to reflect the transfer soon.,LOW_RISK,LOW_02_APPROVED
Finance has approved the invoice for payment. The payment is on track for settlement. There is no sign of a payment problem.,LOW_RISK,LOW_02_APPROVED
Finance has approved the invoice for payment. The payment is on track for settlement. The account is expected to reflect the transfer soon.,LOW_RISK,LOW_02_APPROVED
The customer says the transfer will be made later than originally planned. The payment is still intended and should come through soon. The customer appears willing to pay with a modest push-out.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer disputes the invoice and will not release funds until the issue is resolved. The business is effectively refusing to proceed until the issue is resolved. The financial outcome is uncertain and potentially adverse.,HIGH_RISK,HIGH_04_DISPUTE
Payment has been suspended pending further review. The payment may not be possible until the blocking issue is resolved. The customer has not established a credible payment plan.,HIGH_RISK,HIGH_03_BLOCKED
Finance has approved the invoice for payment. The funds are scheduled to move according to the agreement. The account is expected to reflect the transfer soon.,LOW_RISK,LOW_02_APPROVED
The payment request has been cleared internally. The payment is on track for settlement. There is no sign of a payment problem.,LOW_RISK,LOW_02_APPROVED
The account is healthy and the outstanding amount is still on track. The payment should proceed normally. This is a routine collection case with no material risk.,LOW_RISK,LOW_04_NO_BLOCKER
The customer is refusing payment while the invoice is being contested. The invoice has become a high-risk collection matter. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
The payment is expected to arrive on the committed date. No further approvals are presently blocking completion. Any delay would be limited to routine processing.,LOW_RISK,LOW_03_SCHEDULED
The transfer has been put on hold. The buyer is not able to provide a realistic payment date. The risk of prolonged default is significant.,HIGH_RISK,HIGH_03_BLOCKED
The payment is not yet approved but is moving through the internal process. The payment is likely to land within a short delay. There is no indication that the invoice has been rejected.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The account is currently frozen for payment release. The invoice is at serious risk of a major delay. The case requires urgent intervention.,HIGH_RISK,HIGH_03_BLOCKED
The invoice is under dispute and no transfer will be made until that is settled. The buyer may be unable to settle until the dispute is closed. This should be classified as high risk.,HIGH_RISK,HIGH_04_DISPUTE
The payment request has been cleared internally. The bank transfer is expected to go out on time. This should meet the original due date.,LOW_RISK,LOW_02_APPROVED
The payment is not yet approved but is moving through the internal process. The transfer should happen once the review step is finished. There is no indication that the invoice has been rejected.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The payment is not facing any material obstacle. The payment timing is considered routine. The customer has not indicated any reason to postpone payment.,LOW_RISK,LOW_04_NO_BLOCKER
Payment has been suspended pending further review. The buyer is not able to provide a realistic payment date. There is no immediate evidence of a viable recovery path.,HIGH_RISK,HIGH_03_BLOCKED
The invoice is under review and awaiting approval. The payment is likely to land within a short delay. The delay appears to be procedural rather than financial.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The invoice has been approved and positioned for release. The release is already prepared in the payment queue. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
Treasury has confirmed the invoice is ready to pay. The bank transfer is expected to go out on time. The payment timing is considered normal.,LOW_RISK,LOW_02_APPROVED
"The customer is reviewing the invoice before release. The amount remains owed and the buyer is engaged. The invoice remains in play, but the date is still uncertain.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
"A review step is currently in progress before disbursement. The expected outcome is still a payment, but the schedule is uncertain. The customer is still engaged and the case remains recoverable.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
There is a temporary funding problem preventing immediate settlement. The payment may be pushed back materially while the shortfall is managed. The cash-flow disruption may result in a prolonged delay.,HIGH_RISK,HIGH_02_CASHFLOW
"The payment team has not finalized the transfer yet. The expected outcome is still a payment, but the schedule is uncertain. The invoice remains in play, but the date is still uncertain.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The account is healthy and the outstanding amount is still on track. The customer has not raised any concerns. The customer has not indicated any reason to postpone payment.,LOW_RISK,LOW_04_NO_BLOCKER
The payment is being withheld because of a dispute. The buyer may be unable to settle until the dispute is closed. This should be classified as high risk.,HIGH_RISK,HIGH_04_DISPUTE
The customer expects to transfer the amount shortly. The customer expects timely settlement. Any delay would be limited to routine processing.,LOW_RISK,LOW_03_SCHEDULED
Treasury has confirmed the invoice is ready to pay. The payment is on track for settlement. The payment timing is considered normal.,LOW_RISK,LOW_02_APPROVED
The invoice is queued for payment as agreed. The transfer matches the agreed schedule. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
The invoice has been flagged for additional approval checks. The transfer should happen once the review step is finished. The delay appears to be procedural rather than financial.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
We are facing a temporary liquidity problem. The invoice is at risk because the customer cannot confirm a repayment date. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice is under dispute and no transfer will be made until that is settled. The customer is not confirming any immediate payment timeline. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
The customer expects to transfer the amount shortly. The transfer matches the agreed schedule. The timing appears consistent with the prior agreement.,LOW_RISK,LOW_03_SCHEDULED
The customer is experiencing a short-term cash shortage. There is a strong likelihood that settlement will be late. The cash-flow disruption may result in a prolonged delay.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice cannot be paid at this time. The account can no longer be treated as current. The customer has not established a credible payment plan.,HIGH_RISK,HIGH_03_BLOCKED
The payment is not yet approved but is moving through the internal process. The transfer should happen once the review step is finished. The customer expects to meet the obligation after the approval process.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The finance team is still reviewing the invoice. The timing may shift by a few business days. The payment should be visible once the administrative hold is cleared.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
Finance has approved the invoice for payment. The transfer will be processed as planned. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
The invoice is delayed because the payment batch is still running. The delay is temporary and tied to current operations. The outstanding amount is still expected to be settled in the near term.,MEDIUM_RISK,MED_03_SHORT_DELAY
The account is healthy and the outstanding amount is still on track. The transaction is expected to clear as scheduled. The invoice should be treated as low-risk from a payment standpoint.,LOW_RISK,LOW_04_NO_BLOCKER
Payment is still pending final approval. There is a reasonable chance of a minor processing delay. The payment should be visible once the administrative hold is cleared.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The customer is refusing payment while the invoice is being contested. The buyer may be unable to settle until the dispute is closed. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The customer is experiencing a short-term cash shortage. There is a strong likelihood that settlement will be late. This should be treated as a serious payment risk.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice is under review and awaiting approval. There is a reasonable chance of a minor processing delay. The payment should be visible once the administrative hold is cleared.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
Payment is still pending final approval. The payment is likely to land within a short delay. The payment should be visible once the administrative hold is cleared.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
Finance has approved the invoice for payment. The funds are scheduled to move according to the agreement. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
We are facing a temporary liquidity problem. The customer is unable to promise a normal payment schedule. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The customer is facing a brief operational delay in payment execution. The delay is temporary and tied to current operations. The outstanding amount is still expected to be settled in the near term.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer has confirmed the invoice and expects no delay. The payment should proceed normally. The payment plan remains on track.,LOW_RISK,LOW_04_NO_BLOCKER
"The payment is not yet approved but is moving through the internal process. The transfer should happen once the review step is finished. The timeline may slip slightly, but the payment is still intended.",MEDIUM_RISK,MED_01_APPROVAL_DELAY
The payment is paused due to a disagreement over the invoice details. The customer is not confirming any immediate payment timeline. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
The customer is facing a brief operational delay in payment execution. The customer expects payment to land within a few days. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer is unable to make the transfer today because of cash constraints. The account likely needs a more urgent collection strategy. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The business is currently constrained by limited liquidity. The invoice is at risk because the customer cannot confirm a repayment date. This should be treated as a serious payment risk.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice has been flagged for additional approval checks. The timing may shift by a few business days. The delay appears to be procedural rather than financial.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
There are currently no issues preventing payment. The invoice remains in good standing. There is no evidence of a temporary or prolonged delay.,LOW_RISK,LOW_04_NO_BLOCKER
The payment has been blocked. The customer has essentially paused the obligation. This is a high-risk nonpayment scenario.,HIGH_RISK,HIGH_03_BLOCKED
The transfer has been put on hold. The payment may not be possible until the blocking issue is resolved. The customer has not established a credible payment plan.,HIGH_RISK,HIGH_03_BLOCKED
"The customer needs a little more time to complete the internal review. There is a moderate chance of delay while the review concludes. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
We are facing a temporary liquidity problem. The account likely needs a more urgent collection strategy. This should be treated as a serious payment risk.,HIGH_RISK,HIGH_02_CASHFLOW
"The invoice is under review and awaiting approval. There is a reasonable chance of a minor processing delay. The timeline may slip slightly, but the payment is still intended.",MEDIUM_RISK,MED_01_APPROVAL_DELAY
The payment is authorized and waiting for the transfer step. The transfer will be processed as planned. The account is expected to reflect the transfer soon.,LOW_RISK,LOW_02_APPROVED
The invoice is queued for payment as agreed. The payment should reach the account without issue. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
"The customer needs a little more time to complete the internal review. The amount remains owed and the buyer is engaged. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
Payment is still pending final approval. The payment is likely to land within a short delay. The customer expects to meet the obligation after the approval process.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
"The customer is reviewing the invoice before release. The transfer is likely but the date remains flexible. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
A review step is currently in progress before disbursement. The amount remains owed and the buyer is engaged. The customer is still engaged and the case remains recoverable.,MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The transfer has been put on hold. The account can no longer be treated as current. This is a high-risk nonpayment scenario.,HIGH_RISK,HIGH_03_BLOCKED
The payment has been queued but may take a little longer than usual. The customer is hopeful the invoice will be settled shortly. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
Payment has been suspended pending further review. The invoice is at serious risk of a major delay. The customer has not established a credible payment plan.,HIGH_RISK,HIGH_03_BLOCKED
"The invoice is undergoing internal review. The transfer is likely but the date remains flexible. This is a genuine delay risk, but not necessarily a total default.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The payment is expected to arrive on the committed date. The transfer matches the agreed schedule. We are not seeing a payment disruption at this time.,LOW_RISK,LOW_03_SCHEDULED
Funds are planned to be released this week. The customer expects timely settlement. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
The invoice is delayed because the payment batch is still running. The payment is still intended and should come through soon. The outstanding amount is still expected to be settled in the near term.,MEDIUM_RISK,MED_03_SHORT_DELAY
Treasury has confirmed the invoice is ready to pay. The bank transfer is expected to go out on time. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
Payment has been suspended pending further review. The invoice is at serious risk of a major delay. The risk of prolonged default is significant.,HIGH_RISK,HIGH_03_BLOCKED
The invoice is delayed because the payment batch is still running. The customer expects payment to land within a few days. The delay should not be interpreted as a complete nonpayment.,MEDIUM_RISK,MED_03_SHORT_DELAY
Finance has approved the invoice for payment. The funds are scheduled to move according to the agreement. This should meet the original due date.,LOW_RISK,LOW_02_APPROVED
Funds are planned to be released this week. The payment should reach the account without issue. The timing appears consistent with the prior agreement.,LOW_RISK,LOW_03_SCHEDULED
The payment request has been cleared internally. The bank transfer is expected to go out on time. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
The payment is paused due to a disagreement over the invoice details. This indicates a significant risk of missed or prolonged payment. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The invoice is delayed because the payment batch is still running. The amount remains due and the payment plan is still active. The invoice still has a realistic path to payment.,MEDIUM_RISK,MED_03_SHORT_DELAY
The invoice cannot be paid at this time. The account can no longer be treated as current. This is a high-risk nonpayment scenario.,HIGH_RISK,HIGH_03_BLOCKED
The customer needs a little more time to complete the internal review. The terms are still being worked through. The customer is still engaged and the case remains recoverable.,MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The business is currently constrained by limited liquidity. The customer is unable to promise a normal payment schedule. This should be treated as a serious payment risk.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice has been approved and positioned for release. The release is already prepared in the payment queue. There is no sign of a payment problem.,LOW_RISK,LOW_02_APPROVED
The invoice is approved and there is no payment blocker. The customer has not raised any concerns. The invoice should be treated as low-risk from a payment standpoint.,LOW_RISK,LOW_04_NO_BLOCKER
The invoice is under dispute and no transfer will be made until that is settled. This indicates a significant risk of missed or prolonged payment. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The invoice has been approved and positioned for release. The funds are scheduled to move according to the agreement. The payment timing is considered normal.,LOW_RISK,LOW_02_APPROVED
The invoice is undergoing internal review. There is a moderate chance of delay while the review concludes. The customer is still engaged and the case remains recoverable.,MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The payment request has been cleared internally. The transfer will be processed as planned. This should meet the original due date.,LOW_RISK,LOW_02_APPROVED
Payment is still pending final approval. A small postponement is expected while approval completes. The payment should be visible once the administrative hold is cleared.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The customer has confirmed the invoice and expects no delay. The payment timing is considered routine. There is no evidence of a temporary or prolonged delay.,LOW_RISK,LOW_04_NO_BLOCKER
The invoice is under review and awaiting approval. The transfer should happen once the review step is finished. The customer expects to meet the obligation after the approval process.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The customer is reviewing the invoice before release. The terms are still being worked through. The customer is still engaged and the case remains recoverable.,MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The finance team is still reviewing the invoice. There is a reasonable chance of a minor processing delay. There is no indication that the invoice has been rejected.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
A final approval step is required before the payment can be sent. The timing may shift by a few business days. The delay appears to be procedural rather than financial.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
Treasury has confirmed the invoice is ready to pay. The payment is on track for settlement. There is no sign of a payment problem.,LOW_RISK,LOW_02_APPROVED
"A final approval step is required before the payment can be sent. The transfer should happen once the review step is finished. The timeline may slip slightly, but the payment is still intended.",MEDIUM_RISK,MED_01_APPROVAL_DELAY
"The payment team has not finalized the transfer yet. The transfer is likely but the date remains flexible. The invoice remains in play, but the date is still uncertain.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
"The payment is being held pending internal checks. The amount remains owed and the buyer is engaged. The invoice remains in play, but the date is still uncertain.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
There is nothing in the current state that would prevent settlement. The invoice remains in good standing. The payment plan remains on track.,LOW_RISK,LOW_04_NO_BLOCKER
The customer expects to transfer the amount shortly. The payment should reach the account without issue. Any delay would be limited to routine processing.,LOW_RISK,LOW_03_SCHEDULED
The payment has been blocked. The customer has essentially paused the obligation. The customer has not established a credible payment plan.,HIGH_RISK,HIGH_03_BLOCKED
The payment is not facing any material obstacle. The customer has not raised any concerns. The payment plan remains on track.,LOW_RISK,LOW_04_NO_BLOCKER
There is a formal disagreement over the amount and no settlement is being made. The customer is not confirming any immediate payment timeline. The financial outcome is uncertain and potentially adverse.,HIGH_RISK,HIGH_04_DISPUTE
"A review step is currently in progress before disbursement. The terms are still being worked through. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The account is healthy and the outstanding amount is still on track. The payment timing is considered routine. The customer has not indicated any reason to postpone payment.,LOW_RISK,LOW_04_NO_BLOCKER
The invoice is delayed because the payment batch is still running. The payment is still intended and should come through soon. The delay should not be interpreted as a complete nonpayment.,MEDIUM_RISK,MED_03_SHORT_DELAY
The payment is paused due to a disagreement over the invoice details. The customer is not confirming any immediate payment timeline. This should be classified as high risk.,HIGH_RISK,HIGH_04_DISPUTE
The payment is paused due to a disagreement over the invoice details. The business is effectively refusing to proceed until the issue is resolved. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
"Payment is still pending final approval. There is a reasonable chance of a minor processing delay. The timeline may slip slightly, but the payment is still intended.",MEDIUM_RISK,MED_01_APPROVAL_DELAY
There is a temporary slowdown in the payment cycle. The delay is temporary and tied to current operations. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer says the transfer will be made later than originally planned. The amount remains due and the payment plan is still active. The delay should not be interpreted as a complete nonpayment.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer disputes the invoice and will not release funds until the issue is resolved. The invoice has become a high-risk collection matter. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
"The payment is being held pending internal checks. There is a moderate chance of delay while the review concludes. The customer has not refused payment, only slowed the process.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The business is currently constrained by limited liquidity. The invoice is at risk because the customer cannot confirm a repayment date. No reliable date can be given at this stage.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice is under review and awaiting approval. A small postponement is expected while approval completes. The customer expects to meet the obligation after the approval process.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
The payment is being withheld because of a dispute. This indicates a significant risk of missed or prolonged payment. This should be classified as high risk.,HIGH_RISK,HIGH_04_DISPUTE
All review steps have been completed and the invoice is approved. The bank transfer is expected to go out on time. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
All review steps have been completed and the invoice is approved. The funds are scheduled to move according to the agreement. The customer intends to settle without any interruption.,LOW_RISK,LOW_02_APPROVED
The customer has confirmed the invoice and expects no delay. The invoice remains in good standing. There is no evidence of a temporary or prolonged delay.,LOW_RISK,LOW_04_NO_BLOCKER
The business is currently constrained by limited liquidity. The invoice is at risk because the customer cannot confirm a repayment date. The risk of nonpayment is elevated until the situation changes.,HIGH_RISK,HIGH_02_CASHFLOW
The customer is dealing with a cash-flow issue that is affecting payment. The invoice is at risk because the customer cannot confirm a repayment date. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The customer disputes the invoice and will not release funds until the issue is resolved. The business is effectively refusing to proceed until the issue is resolved. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The payment is paused due to a disagreement over the invoice details. This indicates a significant risk of missed or prolonged payment. The case may require dispute resolution before any cash movement occurs.,HIGH_RISK,HIGH_04_DISPUTE
The invoice is delayed because the payment batch is still running. The customer is hopeful the invoice will be settled shortly. The customer appears willing to pay with a modest push-out.,MEDIUM_RISK,MED_03_SHORT_DELAY
We are facing a temporary liquidity problem. The invoice is at risk because the customer cannot confirm a repayment date. No reliable date can be given at this stage.,HIGH_RISK,HIGH_02_CASHFLOW
The payment is not facing any material obstacle. The invoice remains in good standing. The customer has not indicated any reason to postpone payment.,LOW_RISK,LOW_04_NO_BLOCKER
We are expecting a short delay while the payment is processed. The amount remains due and the payment plan is still active. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer is dealing with a cash-flow issue that is affecting payment. There is a strong likelihood that settlement will be late. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The customer is facing a brief operational delay in payment execution. The customer is hopeful the invoice will be settled shortly. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
The customer is dealing with a cash-flow issue that is affecting payment. The payment may be pushed back materially while the shortfall is managed. No reliable date can be given at this stage.,HIGH_RISK,HIGH_02_CASHFLOW
The payment request has been cleared internally. The release is already prepared in the payment queue. The payment timing is considered normal.,LOW_RISK,LOW_02_APPROVED
"The customer needs a little more time to complete the internal review. The amount remains owed and the buyer is engaged. This is a genuine delay risk, but not necessarily a total default.",MEDIUM_RISK,MED_04_INTERNAL_REVIEW
The payment has been blocked. The invoice is at serious risk of a major delay. This is a high-risk nonpayment scenario.,HIGH_RISK,HIGH_03_BLOCKED
The payment is not yet approved but is moving through the internal process. The timing may shift by a few business days. There is no indication that the invoice has been rejected.,MEDIUM_RISK,MED_01_APPROVAL_DELAY
There is a temporary funding problem preventing immediate settlement. The payment may be pushed back materially while the shortfall is managed. The invoice is being threatened by a real financial limitation.,HIGH_RISK,HIGH_02_CASHFLOW
The invoice is delayed because the payment batch is still running. The customer is hopeful the invoice will be settled shortly. The situation is manageable but needs close monitoring.,MEDIUM_RISK,MED_03_SHORT_DELAY
The payment is being withheld because of a dispute. The business is effectively refusing to proceed until the issue is resolved. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The payment is scheduled for tomorrow. The customer expects timely settlement. The payment process appears routine and predictable.,LOW_RISK,LOW_03_SCHEDULED
Funds are planned to be released this week. The transfer matches the agreed schedule. Any delay would be limited to routine processing.,LOW_RISK,LOW_03_SCHEDULED
The customer is refusing payment while the invoice is being contested. This indicates a significant risk of missed or prolonged payment. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The customer disputes the invoice and will not release funds until the issue is resolved. This indicates a significant risk of missed or prolonged payment. The invoice should be escalated because payment cannot be assumed.,HIGH_RISK,HIGH_04_DISPUTE
The invoice is approved and there is no payment blocker. The customer has not raised any concerns. The payment plan remains on track.,LOW_RISK,LOW_04_NO_BLOCKER
There is a formal disagreement over the amount and no settlement is being made. This indicates a significant risk of missed or prolonged payment. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
We are facing a temporary liquidity problem. The payment may be pushed back materially while the shortfall is managed. This should be treated as a serious payment risk.,HIGH_RISK,HIGH_02_CASHFLOW
The customer says the transfer will be made later than originally planned. The customer is hopeful the invoice will be settled shortly. The outstanding amount is still expected to be settled in the near term.,MEDIUM_RISK,MED_03_SHORT_DELAY
The payment is being withheld because of a dispute. The customer is not confirming any immediate payment timeline. The customer is not acknowledging the invoice as payable.,HIGH_RISK,HIGH_04_DISPUTE
The invoice is delayed because the payment batch is still running. The customer expects payment to land within a few days. The invoice still has a realistic path to payment.,MEDIUM_RISK,MED_03_SHORT_DELAY
There is a temporary slowdown in the payment cycle. The amount remains due and the payment plan is still active. The outstanding amount is still expected to be settled in the near term.,MEDIUM_RISK,MED_03_SHORT_DELAY
